Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,LoanIncomeRatio,EMI,EstimatedSavings,StabilityScore,DebtStress,Loan_Status
Male,No,2,Not Graduate,No,14919,5931,573,300,1,20850,0.027480696369478683,1.91,4170.0,6950.0,9.16023212315956e-05,1
Female,No,3,Graduate,No,15957,4053,170,360,1,20010,0.00849532756983659,0.4722222222222222,4002.0,5002.5,2.359813213843497e-05,1
Male,No,0,Graduate,Yes,3564,4537,237,300,1,8101,0.029252036534189087,0.79,1620.2,8101.0,9.750678844729696e-05,1
Female,Yes,1,Graduate,No,6815,6361,62,240,1,13176,0.004705168095924717,0.25833333333333336,2635.2000000000003,6588.0,1.9604867066352992e-05,1
Female,Yes,0,Graduate,No,12066,1245,652,180,1,13311,0.048978365384615384,3.6222222222222222,2662.2000000000003,13311.0,0.0002721020299145299,1
Female,Yes,3,Graduate,No,1817,2720,249,240,1,4537,0.05486998677831644,1.0375,907.4000000000001,1134.25,0.00022862494490965185,1
Male,Yes,1,Not Graduate,Yes,19386,8469,635,360,0,27855,0.022795807007466973,1.7638888888888888,5571.0,13927.5,6.33216861318527e-05,1
Female,No,3,Graduate,No,7630,7741,505,300,1,15371,0.032851938589643505,1.6833333333333333,3074.2000000000003,3842.75,0.00010950646196547835,1
Male,Yes,2,Graduate,Yes,8919,5105,497,180,1,14024,0.0354367201426025,2.761111111111111,2804.8,4674.666666666667,0.00019687066745890274,1
Female,Yes,2,Graduate,Yes,3542,2922,120,360,1,6464,0.018561484918793503,0.3333333333333333,1292.8000000000002,2154.6666666666665,5.155968032998195e-05,1
Male,No,3,Not Graduate,No,6098,2513,639,180,1,8611,0.07419879238272178,3.55,1722.2,2152.75,0.0004122155132373432,1
Female,No,1,Not Graduate,No,11714,9030,179,180,1,20744,0.008628585201253314,0.9944444444444445,4148.8,10372.0,4.7936584451407304e-05,1
Male,No,1,Graduate,Yes,1618,2801,92,360,1,4419,0.02081447963800905,0.25555555555555554,883.8000000000001,2209.5,5.781799899446958e-05,1
Male,Yes,0,Not Graduate,No,2209,6981,569,240,1,9190,0.06190838864106191,2.370833333333333,1838.0,9190.0,0.0002579516193377579,1
Female,Yes,2,Graduate,No,17357,8221,62,360,1,25578,0.0024238633253841043,0.17222222222222222,5115.6,8526.0,6.732953681622511e-06,1
Male,Yes,0,Graduate,Yes,14101,6502,672,360,1,20603,0.032615026208503206,1.8666666666666667,4120.6,20603.0,9.059729502362001e-05,1
Male,No,0,Not Graduate,Yes,4750,6038,584,240,1,10788,0.054129205672444156,2.433333333333333,2157.6,10788.0,0.0002255383569685173,1
Female,No,3,Not Graduate,Yes,9561,6229,351,300,1,15790,0.022227851307706922,1.17,3158.0,3947.5,7.409283769235641e-05,1
Male,Yes,3,Graduate,Yes,10109,9449,576,360,1,19558,0.02944935835165397,1.6,3911.6000000000004,4889.5,8.180377319903881e-05,1
Male,No,0,Graduate,No,4103,364,691,180,0,4467,0.1546553267681289,3.838888888888889,893.4000000000001,4467.0,0.0008591962598229385,0
Male,No,2,Not Graduate,No,13546,1800,622,360,1,15346,0.04052909363393497,1.7277777777777779,3069.2000000000003,5115.333333333333,0.00011258081564981937,1
Female,No,3,Graduate,Yes,18985,5958,164,360,1,24943,0.0065747273893521484,0.45555555555555555,4988.6,6235.75,1.8263131637089302e-05,1
Male,Yes,0,Not Graduate,Yes,9357,9096,509,180,1,18453,0.027582096022542538,2.827777777777778,3690.6000000000004,18453.0,0.000153233866791903,1
Female,No,0,Graduate,Yes,13120,7436,554,240,1,20556,0.02694945760568176,2.308333333333333,4111.2,20556.0,0.00011228940669034067,1
Male,No,0,Not Graduate,No,9677,4793,357,300,1,14470,0.024670029714601617,1.19,2894.0,14470.0,8.223343238200539e-05,1
Male,Yes,0,Graduate,Yes,13326,8160,374,300,1,21486,0.01740587331875087,1.2466666666666666,4297.2,21486.0,5.801957772916957e-05,1
Male,Yes,0,Graduate,No,15390,179,628,180,1,15569,0.0403339755940912,3.488888888888889,3113.8,15569.0,0.00022407764218939556,1
Female,No,0,Not Graduate,Yes,18392,3873,224,240,0,22265,0.01006018144255816,0.9333333333333333,4453.0,22265.0,4.191742267732567e-05,1
Male,No,3,Graduate,Yes,15330,3960,563,360,1,19290,0.029184593852055362,1.5638888888888889,3858.0,4822.5,8.106831625570934e-05,1
Male,Yes,2,Graduate,Yes,10984,1186,221,360,1,12170,0.018157916358557225,0.6138888888888889,2434.0,4056.6666666666665,5.043865655154786e-05,1
Female,Yes,0,Not Graduate,No,6995,773,551,360,1,7768,0.07092289869996138,1.5305555555555554,1553.6000000000001,7768.0,0.00019700805194433716,1
Male,No,1,Graduate,No,12767,4460,383,360,1,17227,0.022231251451126074,1.0638888888888889,3445.4,8613.5,6.175347625312799e-05,1
Female,No,3,Graduate,No,8898,352,333,360,1,9250,0.0359961085288077,0.925,1850.0,2312.5,9.998919035779917e-05,1
Female,No,3,Graduate,Yes,8243,6943,524,180,1,15186,0.03450319352077435,2.911111111111111,3037.2000000000003,3796.5,0.00019168440844874636,1
Male,No,0,Not Graduate,No,6671,5202,103,360,1,11873,0.008674414687552636,0.2861111111111111,2374.6,11873.0,2.4095596354312875e-05,1
Female,Yes,3,Not Graduate,No,17505,5344,507,360,0,22849,0.022188183807439824,1.4083333333333334,4569.8,5712.25,6.163384390955507e-05,1
Male,No,0,Not Graduate,Yes,18208,4507,628,240,1,22715,0.02764571227328755,2.6166666666666667,4543.0,22715.0,0.0001151904678053648,1
Female,No,2,Graduate,Yes,14504,4830,469,360,1,19334,0.024256529609516422,1.3027777777777778,3866.8,6444.666666666667,6.737924891532339e-05,1
Female,Yes,2,Graduate,No,12462,117,663,300,0,12579,0.052702702702702706,2.21,2515.8,4193.0,0.00017567567567567568,1
Male,No,3,Graduate,No,12275,481,681,180,1,12756,0.05338245669044446,3.783333333333333,2551.2000000000003,3189.0,0.00029656920383580257,1
Female,Yes,3,Graduate,No,5057,4287,458,180,1,9344,0.04901016586409845,2.5444444444444443,1868.8000000000002,2336.0,0.0002722786992449914,1
Female,No,1,Not Graduate,No,5087,6802,353,180,1,11889,0.029688814129520607,1.961111111111111,2377.8,5944.5,0.00016493785627511446,1
Female,No,3,Graduate,Yes,18035,8298,608,300,1,26333,0.023088023088023088,2.026666666666667,5266.6,6583.25,7.696007696007696e-05,1
Female,Yes,1,Graduate,Yes,2454,4477,271,360,1,6931,0.03909405654933641,0.7527777777777778,1386.2,3465.5,0.00010859460152593447,1
Female,Yes,2,Graduate,Yes,15294,6533,582,180,1,21827,0.026663001649257834,3.2333333333333334,4365.400000000001,7275.666666666667,0.0001481277869403213,1
Male,No,2,Not Graduate,No,2187,243,207,300,1,2430,0.08515014397367339,0.69,486.0,810.0,0.0002838338132455779,1
Female,No,0,Graduate,No,10001,7012,397,240,1,17013,0.02333372516750911,1.6541666666666666,3402.6000000000004,17013.0,9.722385486462129e-05,1
Male,No,2,Graduate,Yes,16638,865,208,360,1,17503,0.011882998171846435,0.5777777777777777,3500.6000000000004,5834.333333333333,3.3008328255128984e-05,1
Female,Yes,1,Graduate,Yes,11194,9753,284,300,0,20947,0.013557380179492075,0.9466666666666667,4189.400000000001,10473.5,4.519126726497358e-05,1
Male,No,3,Graduate,No,4627,5329,454,360,1,9956,0.045596063071206186,1.261111111111111,1991.2,2489.0,0.0001266557307533505,1
Male,Yes,0,Graduate,No,14260,603,306,240,1,14863,0.02058665231431647,1.275,2972.6000000000004,14863.0,8.577771797631862e-05,1
Female,Yes,1,Not Graduate,Yes,13059,5756,638,300,1,18815,0.03390731292517007,2.1266666666666665,3763.0,9407.5,0.00011302437641723354,1
Female,No,3,Graduate,Yes,16296,4018,646,360,1,20314,0.031799163179916316,1.7944444444444445,4062.8,5078.5,8.833100883310088e-05,1
Female,Yes,0,Graduate,Yes,4895,5192,607,300,1,10087,0.060170499603489296,2.0233333333333334,2017.4,10087.0,0.00020056833201163098,1
Male,No,2,Graduate,No,2345,2015,96,180,1,4360,0.022013299701903234,0.5333333333333333,872.0,1453.3333333333333,0.00012229610945501795,1
Female,No,1,Graduate,No,2664,9850,262,360,1,12514,0.02093487814622453,0.7277777777777777,2502.8,6257.0,5.815243929506814e-05,1
Male,No,3,Graduate,No,14454,3380,528,300,0,17834,0.02960470984020185,1.76,3566.8,4458.5,9.868236613400617e-05,1
Male,No,0,Graduate,No,7404,3770,536,180,1,11174,0.04796420581655481,2.977777777777778,2234.8,11174.0,0.00026646781009197115,1
Male,No,0,Graduate,No,15231,5829,620,240,1,21060,0.029438298276435116,2.5833333333333335,4212.0,21060.0,0.000122659576151813,1
Female,Yes,2,Graduate,No,1854,1613,615,360,1,3467,0.1773356401384083,1.7083333333333333,693.4000000000001,1155.6666666666667,0.0004925990003844674,1
Female,Yes,3,Graduate,Yes,19756,1879,391,360,1,21635,0.018071732298021816,1.086111111111111,4327.0,5408.75,5.019925638339393e-05,1
Male,No,2,Graduate,Yes,19908,5372,573,240,1,25280,0.022665242672362643,2.3875,5056.0,8426.666666666666,9.443851113484436e-05,1
Male,No,2,Not Graduate,No,4317,4108,552,180,1,8425,0.06551151198670781,3.066666666666667,1685.0,2808.3333333333335,0.00036395284437059895,1
Female,Yes,3,Not Graduate,Yes,5332,9291,55,240,0,14623,0.003760940919037199,0.22916666666666666,2924.6000000000004,3655.75,1.5670587162654995e-05,1
Male,Yes,3,Not Graduate,No,13967,9266,193,360,0,23233,0.008306791770680898,0.5361111111111111,4646.6,5808.25,2.3074421585224717e-05,1
Female,Yes,3,Not Graduate,Yes,9757,8978,310,300,1,18735,0.016545687446626815,1.0333333333333334,3747.0,4683.75,5.5152291488756055e-05,1
Male,Yes,1,Graduate,No,14607,148,634,180,1,14755,0.042965573326104636,3.522222222222222,2951.0,7377.5,0.0002386976295894702,1
Female,No,3,Not Graduate,Yes,13958,1754,281,180,1,15712,0.01788328135938395,1.5611111111111111,3142.4,3928.0,9.93515631076886e-05,1
Male,No,0,Not Graduate,Yes,12213,7378,319,180,1,19591,0.016282155982033482,1.7722222222222221,3918.2000000000003,19591.0,9.045642212240824e-05,1
Female,Yes,2,Graduate,No,4081,6681,496,240,1,10762,0.046083805630400446,2.066666666666667,2152.4,3587.3333333333335,0.0001920158567933352,1
Male,No,1,Not Graduate,No,11082,3756,271,240,1,14838,0.018262686164835906,1.1291666666666667,2967.6000000000004,7419.0,7.609452568681627e-05,1
Female,Yes,3,Not Graduate,Yes,9918,9371,101,300,1,19289,0.005235873509590461,0.33666666666666667,3857.8,4822.25,1.7452911698634872e-05,1
Female,No,1,Graduate,Yes,15919,9116,165,300,1,25035,0.006590509666080844,0.55,5007.0,12517.5,2.1968365553602813e-05,1
Male,Yes,3,Graduate,No,13314,5392,587,180,1,18706,0.03137862832094938,3.261111111111111,3741.2000000000003,4676.5,0.0001743257128941632,1
Male,No,1,Graduate,Yes,2536,9795,614,300,1,12331,0.04978916639636718,2.046666666666667,2466.2000000000003,6165.5,0.00016596388798789059,1
Female,Yes,2,Not Graduate,No,11524,3052,590,240,1,14576,0.04047472045002401,2.4583333333333335,2915.2000000000003,4858.666666666667,0.00016864466854176673,1
Male,Yes,2,Not Graduate,No,12432,5692,68,300,1,18124,0.0037517241379310343,0.22666666666666666,3624.8,6041.333333333333,1.250574712643678e-05,1
Female,No,0,Graduate,Yes,8935,4218,441,240,1,13153,0.03352592367340733,1.8375,2630.6000000000004,13153.0,0.00013969134863919718,1
Male,Yes,0,Graduate,No,3048,4803,678,300,1,7851,0.08634742740703005,2.26,1570.2,7851.0,0.0002878247580234335,1
Female,No,3,Not Graduate,Yes,6565,2377,667,360,1,8942,0.07458347310745835,1.8527777777777779,1788.4,2235.5,0.0002071763141873843,1
Female,No,2,Graduate,Yes,4907,5086,468,240,1,9993,0.04682809685811487,1.95,1998.6000000000001,3331.0,0.0001951170702421453,1
Female,Yes,1,Not Graduate,No,2139,3182,358,360,1,5321,0.06726794438181134,0.9944444444444445,1064.2,2660.5,0.0001868554010605871,1
Female,No,1,Graduate,Yes,1672,3160,235,240,1,4832,0.04862404303745086,0.9791666666666666,966.4000000000001,2416.0,0.0002026001793227119,1
Female,No,1,Graduate,No,7166,6576,310,300,0,13742,0.02255693807756676,1.0333333333333334,2748.4,6871.0,7.518979359188921e-05,1
Female,No,0,Not Graduate,No,5854,8903,577,360,1,14757,0.03909743867732755,1.6027777777777779,2951.4,14757.0,0.00010860399632590987,1
Male,No,1,Graduate,No,11609,2586,322,300,1,14195,0.022682445759368838,1.0733333333333333,2839.0,7097.5,7.560815253122945e-05,1
Male,No,0,Graduate,Yes,4386,2648,209,240,1,7034,0.02970859985785359,0.8708333333333333,1406.8000000000002,7034.0,0.00012378583274105662,1
Male,Yes,0,Graduate,No,3664,7313,273,360,1,10977,0.024867917653488794,0.7583333333333333,2195.4,10977.0,6.907754903746888e-05,1
Female,No,3,Not Graduate,Yes,5445,1717,305,180,1,7162,0.04257992461259249,1.6944444444444444,1432.4,1790.5,0.00023655513673662493,1
Female,No,1,Graduate,No,11901,5308,229,300,1,17209,0.013306217315514237,0.7633333333333333,3441.8,8604.5,4.4354057718380784e-05,1
Female,No,1,Graduate,No,9246,7407,69,240,1,16653,0.004143148793082743,0.2875,3330.6000000000004,8326.5,1.7263119971178093e-05,1
Female,No,2,Graduate,No,13475,870,673,360,1,14345,0.046912031228216924,1.8694444444444445,2869.0,4781.666666666667,0.0001303111978561581,1
Male,No,3,Graduate,Yes,9254,3574,681,300,1,12828,0.053082859147244525,2.27,2565.6000000000004,3207.0,0.00017694286382414842,1
Male,Yes,2,Graduate,Yes,17096,5827,517,360,1,22923,0.022552783109404992,1.4361111111111111,4584.6,7641.0,6.26466197483472e-05,1
Female,No,3,Graduate,No,6685,7986,672,300,1,14671,0.04580152671755725,2.24,2934.2000000000003,3667.75,0.00015267175572519084,1
Male,Yes,1,Not Graduate,No,2593,8462,259,300,0,11055,0.023426193921852387,0.8633333333333333,2211.0,5527.5,7.808731307284129e-05,1
Male,Yes,0,Not Graduate,Yes,5380,9735,562,300,1,15115,0.03717914792273088,1.8733333333333333,3023.0,15115.0,0.0001239304930757696,1
Female,Yes,0,Graduate,Yes,12186,8741,107,360,1,20927,0.005112767584097859,0.2972222222222222,4185.400000000001,20927.0,1.4202132178049609e-05,1
Male,Yes,0,Not Graduate,Yes,12271,5769,142,360,1,18040,0.007870960589767752,0.39444444444444443,3608.0,18040.0,2.186377941602153e-05,1
Female,No,0,Not Graduate,No,12180,5733,270,300,1,17913,0.015072010717874288,0.9,3582.6000000000004,17913.0,5.024003572624763e-05,1
Male,Yes,0,Graduate,Yes,4285,9904,281,180,1,14189,0.019802677942212826,1.5611111111111111,2837.8,14189.0,0.00011001487745673792,1
Female,Yes,2,Not Graduate,No,16299,3240,413,180,1,19539,0.02113613101330604,2.2944444444444443,3907.8,6513.0,0.00011742295007392244,1
Female,No,3,Not Graduate,Yes,17780,9554,664,180,1,27334,0.024291201755990487,3.688888888888889,5466.8,6833.5,0.00013495112086661383,1
Female,No,1,Not Graduate,No,8039,4893,611,240,0,12932,0.04724348565684683,2.5458333333333334,2586.4,6466.0,0.00019684785690352843,1
Female,No,2,Not Graduate,No,19458,9476,423,180,1,28934,0.014618973561430793,2.35,5786.8,9644.666666666666,8.121651978572663e-05,1
Male,Yes,3,Not Graduate,No,17516,886,671,360,1,18402,0.03646144650328751,1.863888888888889,3680.4,4600.5,0.0001012817958424653,1
Female,No,0,Not Graduate,Yes,16230,5854,505,180,0,22084,0.022866198777450757,2.8055555555555554,4416.8,22084.0,0.0001270344376525042,1
Female,No,3,Not Graduate,Yes,12065,5318,137,360,1,17383,0.007880809940174873,0.38055555555555554,3476.6000000000004,4345.75,2.189113872270798e-05,1
Female,Yes,3,Not Graduate,Yes,9560,2258,69,240,1,11818,0.005838057365259328,0.2875,2363.6,2954.5,2.4325239021913866e-05,1
Male,No,0,Graduate,No,5490,4382,63,360,1,9872,0.006381039197812215,0.175,1974.4,9872.0,1.7725108882811706e-05,1
Female,No,0,Graduate,No,19073,1785,182,360,1,20858,0.008725250491394602,0.5055555555555555,4171.6,20858.0,2.4236806920540558e-05,1
Male,No,0,Not Graduate,Yes,5595,7727,83,360,1,13322,0.006229828116790513,0.23055555555555557,2664.4,13322.0,1.7305078102195868e-05,1
Female,No,1,Not Graduate,No,16049,295,257,180,1,16344,0.01572346283267054,1.4277777777777778,3268.8,8172.0,8.735257129261413e-05,1
Male,Yes,0,Graduate,No,19759,2597,248,300,1,22356,0.01109272263720535,0.8266666666666667,4471.2,22356.0,3.6975742124017835e-05,1
Male,No,1,Not Graduate,No,11479,680,641,360,1,12159,0.052713815789473685,1.7805555555555554,2431.8,6079.5,0.00014642726608187132,1
Female,No,0,Not Graduate,Yes,6908,4890,632,180,1,11798,0.05356386134418171,3.511111111111111,2359.6,11798.0,0.00029757700746767615,1
Male,Yes,1,Graduate,No,15437,4298,204,180,1,19735,0.010336441021483584,1.1333333333333333,3947.0,9867.5,5.7424672341575464e-05,1
Female,No,3,Graduate,Yes,4333,324,639,180,0,4657,0.13718334048948047,3.55,931.4000000000001,1164.25,0.0007621296693860025,0
Female,Yes,2,Graduate,Yes,6785,7952,127,300,1,14737,0.008617180078708101,0.42333333333333334,2947.4,4912.333333333333,2.8723933595693672e-05,1
Female,No,3,Not Graduate,Yes,11089,986,221,300,1,12075,0.018300761841669427,0.7366666666666667,2415.0,3018.75,6.100253947223142e-05,1
Male,Yes,3,Not Graduate,Yes,16208,3118,338,300,1,19326,0.01748848760800952,1.1266666666666667,3865.2000000000003,4831.5,5.829495869336507e-05,1
Male,Yes,0,Graduate,Yes,15616,760,594,300,0,16376,0.0362703791903279,1.98,3275.2000000000003,16376.0,0.00012090126396775966,1
Female,Yes,1,Graduate,No,9145,7758,469,240,1,16903,0.027744912446758165,1.9541666666666666,3380.6000000000004,8451.5,0.00011560380186149235,1
Female,Yes,2,Not Graduate,Yes,13518,9228,56,300,1,22746,0.0024618631028267466,0.18666666666666668,4549.2,7582.0,8.206210342755821e-06,1
Male,No,0,Graduate,Yes,12389,906,209,300,1,13295,0.01571901323706378,0.6966666666666667,2659.0,13295.0,5.2396710790212595e-05,1
Female,Yes,0,Not Graduate,Yes,6277,5499,289,300,1,11776,0.024539356372590644,0.9633333333333334,2355.2000000000003,11776.0,8.179785457530214e-05,1
Female,No,0,Not Graduate,No,17494,364,472,360,1,17858,0.02642925135785878,1.3111111111111111,3571.6000000000004,17858.0,7.341458710516329e-05,1
Female,Yes,3,Graduate,No,4235,7769,585,360,1,12004,0.04872969596001666,1.625,2400.8,3001.0,0.00013536026655560184,1
Male,Yes,1,Graduate,No,15111,3413,119,300,1,18524,0.006423751686909581,0.39666666666666667,3704.8,9262.0,2.141250562303194e-05,1
Male,Yes,1,Not Graduate,No,7868,8027,265,240,0,15895,0.016670860593860092,1.1041666666666667,3179.0,7947.5,6.946191914108371e-05,1
Male,No,2,Graduate,Yes,18705,7939,153,360,1,26644,0.005742165509476449,0.425,5328.8,8881.333333333334,1.5950459748545693e-05,1
Female,Yes,1,Graduate,Yes,1662,9261,103,180,1,10923,0.009428780666422555,0.5722222222222222,2184.6,5461.5,5.238211481345864e-05,1
Female,No,1,Graduate,No,9277,3081,379,360,1,12358,0.03066591148151145,1.0527777777777778,2471.6000000000004,6179.0,8.518308744864292e-05,1
Female,No,0,Graduate,No,16349,5448,252,180,1,21797,0.011560693641618497,1.4,4359.400000000001,21797.0,6.422607578676943e-05,1
Male,No,0,Not Graduate,No,19816,3258,337,360,0,23074,0.014604550379198266,0.9361111111111111,4614.8,23074.0,4.056819549777296e-05,1
Female,No,3,Not Graduate,No,5035,2107,94,300,1,7142,0.013159736805263895,0.31333333333333335,1428.4,1785.5,4.386578935087965e-05,1
Female,No,0,Not Graduate,Yes,14903,7928,247,360,1,22831,0.010818149964961457,0.6861111111111111,4566.2,22831.0,3.0050416569337383e-05,1
Female,No,0,Not Graduate,No,16016,2933,265,300,1,18949,0.013984168865435357,0.8833333333333333,3789.8,18949.0,4.6613896218117855e-05,1
Female,No,0,Graduate,No,9459,2829,530,300,0,12288,0.043128000650988686,1.7666666666666666,2457.6000000000004,12288.0,0.00014376000216996228,1
Male,No,0,Graduate,No,5433,8633,358,360,1,14066,0.0254496338949314,0.9944444444444445,2813.2000000000003,14066.0,7.069342748592056e-05,1
Male,No,3,Not Graduate,No,4885,5006,484,180,1,9891,0.04892842701172665,2.688888888888889,1978.2,2472.75,0.00027182459450959253,1
Female,Yes,0,Not Graduate,No,2422,1559,381,180,1,3981,0.09568056253139126,2.1166666666666667,796.2,3981.0,0.0005315586807299515,1
Male,Yes,2,Graduate,No,11867,1741,76,360,1,13608,0.005584539642883386,0.2111111111111111,2721.6000000000004,4536.0,1.5512610119120515e-05,1
Male,Yes,2,Not Graduate,No,15237,5830,215,300,1,21067,0.010205050313271312,0.7166666666666667,4213.400000000001,7022.333333333333,3.401683437757104e-05,1
Female,Yes,2,Not Graduate,Yes,2064,7523,367,180,1,9587,0.038277012932832706,2.0388888888888888,1917.4,3195.6666666666665,0.00021265007184907058,1
Female,Yes,2,Graduate,Yes,12289,625,323,240,1,12914,0.025009678668215254,1.3458333333333334,2582.8,4304.666666666667,0.0001042069944508969,1
Male,No,0,Not Graduate,Yes,4000,1690,432,300,1,5690,0.07590933052187665,1.44,1138.0,5690.0,0.00025303110173958884,1
Female,No,2,Graduate,Yes,8381,8282,414,360,1,16663,0.02484397503600576,1.15,3332.6000000000004,5554.333333333333,6.901104176668266e-05,1
Male,No,0,Graduate,Yes,5136,6310,152,300,1,11446,0.013278588276404298,0.5066666666666667,2289.2000000000003,11446.0,4.426196092134766e-05,1
Female,No,3,Not Graduate,Yes,1723,3006,552,240,1,4729,0.11670190274841438,2.3,945.8000000000001,1182.25,0.0004862579281183932,1
Male,No,2,Graduate,No,7797,4302,422,240,1,12099,0.03487603305785124,1.7583333333333333,2419.8,4033.0,0.0001453168044077135,1
Female,No,1,Not Graduate,No,16395,1088,665,180,1,17483,0.03803477465110958,3.6944444444444446,3496.6000000000004,8741.5,0.0002113043036172755,1
Male,No,2,Graduate,Yes,1850,6007,294,240,1,7857,0.037414100279969456,1.225,1571.4,2619.0,0.00015589208449987276,1
Male,Yes,2,Not Graduate,No,19812,4611,218,300,1,24423,0.008925646904683917,0.7266666666666667,4884.6,8141.0,2.9752156348946392e-05,1
Male,Yes,0,Not Graduate,Yes,6232,9372,677,180,0,15604,0.04338353091957706,3.761111111111111,3120.8,15604.0,0.00024101961621987255,1
Female,Yes,2,Not Graduate,No,2517,7928,467,240,0,10445,0.044706107600995595,1.9458333333333333,2089.0,3481.6666666666665,0.00018627544833748166,1
Male,Yes,1,Graduate,No,16729,4490,405,180,1,21219,0.019085768143261076,2.25,4243.8,10609.5,0.0001060320452403393,1
Male,No,0,Graduate,No,8670,8378,527,180,1,17048,0.030910903865329346,2.9277777777777776,3409.6000000000004,17048.0,0.00017172724369627412,1
Female,No,0,Not Graduate,No,14803,1597,174,360,1,16400,0.010609109200658497,0.48333333333333334,3280.0,16400.0,2.9469747779606935e-05,1
Female,No,3,Graduate,No,7707,3747,586,180,1,11454,0.05115670013094718,3.2555555555555555,2290.8,2863.5,0.00028420388961637326,1
Male,Yes,3,Not Graduate,No,13816,2670,661,180,1,16486,0.04009219384969976,3.672222222222222,3297.2000000000003,4121.5,0.00022273441027610978,1
Male,No,2,Not Graduate,Yes,3919,8431,451,240,1,12350,0.03651526192211157,1.8791666666666667,2470.0,4116.666666666667,0.00015214692467546486,1
Female,No,3,Graduate,Yes,7740,2580,566,300,1,10320,0.05483964732099603,1.8866666666666667,2064.0,2580.0,0.0001827988244033201,1
Female,No,3,Not Graduate,No,3393,7432,580,300,1,10825,0.05357472750785147,1.9333333333333333,2165.0,2706.25,0.00017858242502617156,1
Female,Yes,3,Graduate,Yes,15253,8330,303,240,1,23583,0.012847693351424695,1.2625,4716.6,5895.75,5.353205563093623e-05,1
Female,No,0,Not Graduate,No,6822,2506,170,300,0,9328,0.018222746275056278,0.5666666666666667,1865.6000000000001,9328.0,6.074248758352092e-05,1
Female,Yes,0,Graduate,Yes,12732,4725,81,180,0,17457,0.0046397067247107345,0.45,3491.4,17457.0,2.5776148470615192e-05,1
Male,Yes,0,Not Graduate,No,19009,4300,86,360,1,23309,0.0036894036894036895,0.2388888888888889,4661.8,23309.0,1.0248343581676916e-05,1
Female,Yes,3,Not Graduate,Yes,4617,9941,391,180,1,14558,0.026856240126382307,2.172222222222222,2911.6000000000004,3639.5,0.00014920133403545724,1
Male,Yes,0,Graduate,No,5661,8759,62,180,1,14420,0.0042992857638166565,0.34444444444444444,2884.0,14420.0,2.3884920910092535e-05,1
Male,No,3,Not Graduate,Yes,17023,7002,232,360,0,24025,0.009656205777074836,0.6444444444444445,4805.0,6006.25,2.6822793825207877e-05,1
Male,Yes,0,Not Graduate,No,5542,9073,314,240,0,14615,0.021483305966064587,1.3083333333333333,2923.0,14615.0,8.951377485860245e-05,1
Female,Yes,0,Graduate,Yes,5933,6131,137,180,1,12064,0.011355159552424368,0.7611111111111111,2412.8,12064.0,6.308421973569093e-05,1
Male,No,1,Not Graduate,No,15516,8831,511,180,1,24347,0.0209873500903565,2.838888888888889,4869.400000000001,12173.5,0.00011659638939086944,1
Male,No,2,Graduate,No,4158,4537,95,240,1,8695,0.010924563017479301,0.3958333333333333,1739.0,2898.3333333333335,4.551901257283042e-05,1
Female,Yes,3,Not Graduate,No,12410,2335,441,180,1,14745,0.029906415299064154,2.45,2949.0,3686.25,0.00016614675166146752,1
Male,No,1,Graduate,Yes,4444,4321,168,180,1,8765,0.019164955509924708,0.9333333333333333,1753.0,4382.5,0.00010647197505513728,1
Male,Yes,0,Not Graduate,Yes,8710,2985,580,300,1,11695,0.04958960328317374,1.9333333333333333,2339.0,11695.0,0.0001652986776105791,1
Female,Yes,3,Not Graduate,Yes,10287,559,496,240,1,10846,0.04572692910482161,2.066666666666667,2169.2000000000003,2711.5,0.00019052887127009007,1
Male,Yes,0,Not Graduate,No,3486,713,655,180,1,4199,0.15595238095238095,3.638888888888889,839.8000000000001,4199.0,0.0008664021164021164,1
Male,Yes,2,Graduate,Yes,12442,4593,95,180,1,17035,0.0055764263911716365,0.5277777777777778,3407.0,5678.333333333333,3.0980146617620204e-05,1
Male,No,1,Graduate,No,18958,3988,557,360,1,22946,0.0242733254891707,1.5472222222222223,4589.2,11473.0,6.742590413658527e-05,1
Female,Yes,2,Graduate,Yes,13661,6203,607,360,1,19864,0.03055625471935565,1.6861111111111111,3972.8,6621.333333333333,8.487848533154348e-05,1
Female,No,1,Graduate,Yes,4507,256,575,360,1,4763,0.12069689336691855,1.5972222222222223,952.6,2381.5,0.00033526914824144046,1
Female,No,0,Not Graduate,Yes,2469,8768,646,180,1,11237,0.057483537996084716,3.588888888888889,2247.4,11237.0,0.0003193529888671373,1
Male,No,2,Not Graduate,Yes,10272,37,52,180,0,10309,0.00504364694471387,0.28888888888888886,2061.8,3436.3333333333335,2.802026080396594e-05,1
Male,No,2,Graduate,No,4324,8652,77,360,0,12976,0.00593357478616013,0.21388888888888888,2595.2000000000003,4325.333333333333,1.6482152183778138e-05,1
Female,Yes,0,Graduate,Yes,2711,9632,430,300,0,12343,0.03483473752430331,1.4333333333333333,2468.6000000000004,12343.0,0.00011611579174767768,1
Male,No,2,Graduate,Yes,1729,1832,206,300,0,3561,0.05783267827063447,0.6866666666666666,712.2,1187.0,0.00019277559423544824,0
Male,Yes,3,Not Graduate,No,17274,7600,560,300,1,24874,0.022512562814070353,1.8666666666666667,4974.8,6218.5,7.504187604690117e-05,1
